date,time,people
2020-01-12,8,1901
2020-01-12,9,3117
2020-01-12,10,4960
2020-01-12,11,6601
2020-01-12,12,6412
2020-01-12,13,7271
2020-01-12,14,8307
2020-01-12,15,9170
2020-01-12,16,9996
2020-01-12,17,10693
2020-01-12,18,9217
2020-01-12,19,7076
2020-01-12,20,6805
2020-01-12,21,6861
2020-01-12,22,6461
2020-01-12,23,2148
2020-01-13,0,630
2020-01-13,1,7
2020-01-13,5,2
2020-01-13,6,1376
2020-01-13,7,5773
2020-01-13,8,14205
2020-01-13,9,9257
2020-01-13,10,5663
2020-01-13,11,5441
2020-01-13,12,5755
2020-01-13,13,5846
2020-01-13,14,5884
2020-01-13,15,6022
2020-01-13,16,7176
2020-01-13,17,10193
2020-01-13,18,15933
2020-01-13,19,12110
2020-01-13,20,7668
2020-01-13,21,7646
2020-01-13,22,6907
2020-01-13,23,2242
2020-01-14,0,622
2020-01-14,1,1
2020-01-14,5,0
2020-01-14,6,1227
2020-01-14,7,5748
2020-01-14,8,14205
2020-01-14,9,8816
2020-01-14,10,5515
2020-01-14,11,5563
2020-01-14,12,5680
2020-01-14,13,6049
2020-01-14,14,6044
2020-01-14,15,5989
2020-01-14,16,7581
2020-01-14,17,10334
2020-01-14,18,15439
2020-01-14,19,11634
2020-01-14,20,7605
2020-01-14,21,8134
2020-01-14,22,6972
2020-01-14,23,2103
2020-01-15,0,744
2020-01-15,1,12
2020-01-15,5,0
2020-01-15,6,1174
2020-01-15,7,5589
2020-01-15,8,13621
2020-01-15,9,8674
2020-01-15,10,5826
2020-01-15,11,5837
2020-01-15,12,6164
2020-01-15,13,6413
2020-01-15,14,6454
2020-01-15,15,6425
2020-01-15,16,7638
2020-01-15,17,10876
2020-01-15,18,16520
2020-01-15,19,12130
2020-01-15,20,7877
2020-01-15,21,8562
2020-01-15,22,7837
2020-01-15,23,2294
2020-01-16,0,909
2020-01-16,1,8
2020-01-16,5,0
2020-01-16,6,1333
2020-01-16,7,5796
2020-01-16,8,13901
2020-01-16,9,8489
2020-01-16,10,6167
2020-01-16,11,6335
2020-01-16,12,7660
2020-01-16,13,7595
2020-01-16,14,7624
2020-01-16,15,7704
2020-01-16,16,8218
2020-01-16,17,11027
2020-01-16,18,16658
2020-01-16,19,12007
2020-01-16,20,8110
2020-01-16,21,8863
2020-01-16,22,8137
2020-01-16,23,2499
2020-01-17,0,1283
2020-01-17,1,18
2020-01-17,5,0
2020-01-17,6,1297
2020-01-17,7,4986
2020-01-17,8,14214
2020-01-17,9,8469
2020-01-17,10,6333
2020-01-17,11,6341
2020-01-17,12,6948
2020-01-17,13,7472
2020-01-17,14,8243
2020-01-17,15,8268
2020-01-17,16,9385
2020-01-17,17,13226
2020-01-17,18,18188
2020-01-17,19,13597
2020-01-17,20,8553
2020-01-17,21,9336
2020-01-17,22,10707
2020-01-17,23,4090
2020-01-18,0,1282
2020-01-18,1,15
2020-01-18,5,0
2020-01-18,6,744
2020-01-18,7,1640
2020-01-18,8,3312
2020-01-18,9,3932
2020-01-18,10,6048
2020-01-18,11,7937
2020-01-18,12,8367
2020-01-18,13,9422
2020-01-18,14,10047
2020-01-18,15,11752
2020-01-18,16,12622
2020-01-18,17,14865
2020-01-18,18,13492
2020-01-18,19,9500
2020-01-18,20,8152
2020-01-18,21,8679
2020-01-18,22,9680
2020-01-18,23,4128
2020-01-19,0,719
2020-01-19,1,8
2020-01-19,5,1
2020-01-19,6,675
2020-01-19,7,1047
2020-01-19,8,1926
2020-01-19,9,3300
2020-01-19,10,5254
2020-01-19,11,7338
2020-01-19,12,7631
2020-01-19,13,8267
2020-01-19,14,9745
2020-01-19,15,10406
2020-01-19,16,10841
2020-01-19,17,12610
2020-01-19,18,10708
2020-01-19,19,8033
2020-01-19,20,7141
2020-01-19,21,7712
2020-01-19,22,7131
2020-01-19,23,2236
2020-01-20,0,762
2020-01-20,1,12
2020-01-20,5,3
2020-01-20,6,1222
2020-01-20,7,4551
2020-01-20,8,13748
2020-01-20,9,8725
2020-01-20,10,5916
2020-01-20,11,6170
2020-01-20,12,6702
2020-01-20,13,7325
2020-01-20,14,7495
2020-01-20,15,7369
2020-01-20,16,8181
2020-01-20,17,11624
2020-01-20,18,16904
2020-01-20,19,12449
2020-01-20,20,8211
2020-01-20,21,8118
2020-01-20,22,7662
2020-01-20,23,2240
2020-01-21,0,869
2020-01-21,1,12
2020-01-21,5,0
2020-01-21,6,1028
2020-01-21,7,4538
2020-01-21,8,13677
2020-01-21,9,8946
2020-01-21,10,5718
2020-01-21,11,6286
2020-01-21,12,7058
2020-01-21,13,7112
2020-01-21,14,7869
2020-01-21,15,7597
2020-01-21,16,8178
2020-01-21,17,11216
2020-01-21,18,17169
2020-01-21,19,13006
2020-01-21,20,8304
2020-01-21,21,8137
2020-01-21,22,7690
2020-01-21,23,2466
2020-01-22,0,1075
2020-01-22,1,7
2020-01-22,5,0
2020-01-22,6,1017
2020-01-22,7,4170
2020-01-22,8,12397
2020-01-22,9,7299
2020-01-22,10,5677
2020-01-22,11,5905
2020-01-22,12,6971
2020-01-22,13,7512
2020-01-22,14,7934
2020-01-22,15,8793
2020-01-22,16,10321
2020-01-22,17,13650
2020-01-22,18,15748
2020-01-22,19,10590
2020-01-22,20,7274
2020-01-22,21,7421
2020-01-22,22,7648
2020-01-22,23,2871
2020-01-23,0,659
2020-01-23,1,7
2020-01-23,5,0
2020-01-23,6,685
2020-01-23,7,1057
2020-01-23,8,1737
2020-01-23,9,2758
2020-01-23,10,4383
2020-01-23,11,4942
2020-01-23,12,5174
2020-01-23,13,5924
2020-01-23,14,6737
2020-01-23,15,6989
2020-01-23,16,7554
2020-01-23,17,8173
2020-01-23,18,7550
2020-01-23,19,5748
2020-01-23,20,4952
2020-01-23,21,4986
2020-01-23,22,5420
2020-01-23,23,2316
2020-01-24,0,337
2020-01-24,1,3
2020-01-24,5,0
2020-01-24,6,468
2020-01-24,7,712
2020-01-24,8,1184
2020-01-24,9,1958
2020-01-24,10,3515
2020-01-24,11,3013
2020-01-24,12,2975
2020-01-24,13,3048
2020-01-24,14,3817
2020-01-24,15,3806
2020-01-24,16,4284
2020-01-24,17,3691
2020-01-24,18,4569
2020-01-24,19,2546
2020-01-24,20,1476
2020-01-24,21,1700
2020-01-24,22,1582
2020-01-24,23,839
2020-01-25,0,602
2020-01-25,1,5
2020-01-25,5,0
2020-01-25,6,490
2020-01-25,7,655
2020-01-25,8,1247
2020-01-25,9,2353
2020-01-25,10,3702
2020-01-25,11,4965
2020-01-25,12,5526
2020-01-25,13,6488
2020-01-25,14,7851
2020-01-25,15,8057
2020-01-25,16,8738
2020-01-25,17,8467
2020-01-25,18,7462
2020-01-25,19,6067
2020-01-25,20,5262
2020-01-25,21,5170
2020-01-25,22,5495
2020-01-25,23,2377
2020-01-26,0,542
2020-01-26,1,9
2020-01-26,5,0
2020-01-26,6,481
2020-01-26,7,720
2020-01-26,8,1253
2020-01-26,9,2508
2020-01-26,10,4277
2020-01-26,11,5125
2020-01-26,12,4620
2020-01-26,13,5127
2020-01-26,14,6004
2020-01-26,15,6796
2020-01-26,16,7117
2020-01-26,17,7369
2020-01-26,18,6662
2020-01-26,19,5501
2020-01-26,20,4885
2020-01-26,21,4716
2020-01-26,22,5286
2020-01-26,23,2051
2020-01-27,0,710
2020-01-27,1,7
2020-01-27,5,0
2020-01-27,6,520
2020-01-27,7,666
2020-01-27,8,1305
2020-01-27,9,2439
2020-01-27,10,4393
2020-01-27,11,5751
2020-01-27,12,5755
2020-01-27,13,6540
2020-01-27,14,7966
2020-01-27,15,8544
2020-01-27,16,9142
2020-01-27,17,9436
2020-01-27,18,8389
2020-01-27,19,6797
2020-01-27,20,6035
2020-01-27,21,5955
2020-01-27,22,6475
2020-01-27,23,2420
2020-01-28,0,677
2020-01-28,1,9
2020-01-28,5,0
2020-01-28,6,463
2020-01-28,7,676
2020-01-28,8,1198
2020-01-28,9,2238
2020-01-28,10,4224
2020-01-28,11,5861
2020-01-28,12,5702
2020-01-28,13,6422
2020-01-28,14,7705
2020-01-28,15,8388
2020-01-28,16,8890
2020-01-28,17,9757
2020-01-28,18,8651
2020-01-28,19,6998
2020-01-28,20,6024
2020-01-28,21,5975
2020-01-28,22,6353
2020-01-28,23,2504
2020-01-29,0,482
2020-01-29,1,9
2020-01-29,5,0
2020-01-29,6,472
2020-01-29,7,673
2020-01-29,8,1292
2020-01-29,9,2295
2020-01-29,10,4113
2020-01-29,11,5088
2020-01-29,12,5091
2020-01-29,13,5792
2020-01-29,14,6696
2020-01-29,15,7223
2020-01-29,16,7592
2020-01-29,17,8235
2020-01-29,18,7459
2020-01-29,19,5919
2020-01-29,20,5715
2020-01-29,21,5755
2020-01-29,22,5521
2020-01-29,23,1634
2020-01-30,0,611
2020-01-30,1,9
2020-01-30,5,0
2020-01-30,6,1010
2020-01-30,7,4289
2020-01-30,8,12298
2020-01-30,9,6582
2020-01-30,10,4508
2020-01-30,11,4838
2020-01-30,12,5111
2020-01-30,13,5415
2020-01-30,14,6018
2020-01-30,15,6011
2020-01-30,16,6375
2020-01-30,17,8973
2020-01-30,18,14500
2020-01-30,19,10895
2020-01-30,20,6840
2020-01-30,21,6217
2020-01-30,22,5830
2020-01-30,23,1731
2020-01-31,0,931
2020-01-31,1,13
2020-01-31,5,0
2020-01-31,6,1058
2020-01-31,7,3935
2020-01-31,8,11949
2020-01-31,9,7017
2020-01-31,10,5022
2020-01-31,11,5284
2020-01-31,12,5516
2020-01-31,13,5969
2020-01-31,14,6428
2020-01-31,15,6700
2020-01-31,16,7187
2020-01-31,17,9762
2020-01-31,18,15797
2020-01-31,19,12266
2020-01-31,20,7573
2020-01-31,21,6926
2020-01-31,22,6892
2020-01-31,23,3004
2020-02-01,0,863
2020-02-01,1,9
2020-02-01,5,1
2020-02-01,6,571
2020-02-01,7,1054
2020-02-01,8,2065
2020-02-01,9,3154
2020-02-01,10,4498
2020-02-01,11,5240
2020-02-01,12,5574
2020-02-01,13,6305
2020-02-01,14,6952
2020-02-01,15,7473
2020-02-01,16,7954
2020-02-01,17,9196
2020-02-01,18,8771
2020-02-01,19,6838
2020-02-01,20,6228
2020-02-01,21,6119
2020-02-01,22,6583
2020-02-01,23,2950
2020-02-02,0,532
2020-02-02,1,4
2020-02-02,5,0
2020-02-02,6,485
2020-02-02,7,785
2020-02-02,8,1480
2020-02-02,9,2552
2020-02-02,10,3852
2020-02-02,11,4735
2020-02-02,12,5012
2020-02-02,13,5374
2020-02-02,14,6391
2020-02-02,15,6780
2020-02-02,16,7014
2020-02-02,17,7910
2020-02-02,18,7598
2020-02-02,19,6179
2020-02-02,20,5329
2020-02-02,21,5809
2020-02-02,22,5082
2020-02-02,23,1547
2020-02-03,0,483
2020-02-03,1,6
2020-02-03,5,0
2020-02-03,6,1089
2020-02-03,7,4444
2020-02-03,8,13629
2020-02-03,9,7788
2020-02-03,10,5032
2020-02-03,11,4647
2020-02-03,12,4886
2020-02-03,13,5400
2020-02-03,14,5753
2020-02-03,15,5608
2020-02-03,16,5850
2020-02-03,17,8484
2020-02-03,18,14362
2020-02-03,19,10938
2020-02-03,20,6981
2020-02-03,21,5861
2020-02-03,22,5097
2020-02-03,23,1408
2020-02-04,0,485
2020-02-04,1,7
2020-02-04,5,0
2020-02-04,6,991
2020-02-04,7,4319
2020-02-04,8,13220
2020-02-04,9,8221
2020-02-04,10,5112
2020-02-04,11,4478
2020-02-04,12,4941
2020-02-04,13,5087
2020-02-04,14,5448
2020-02-04,15,5158
2020-02-04,16,5829
2020-02-04,17,8226
2020-02-04,18,14739
2020-02-04,19,11354
2020-02-04,20,6914
2020-02-04,21,6279
2020-02-04,22,5730
2020-02-04,23,1620
2020-02-05,0,505
2020-02-05,1,4
2020-02-05,5,0
2020-02-05,6,972
2020-02-05,7,4195
2020-02-05,8,13520
2020-02-05,9,7825
2020-02-05,10,4866
2020-02-05,11,4378
2020-02-05,12,4882
2020-02-05,13,5349
2020-02-05,14,5386
2020-02-05,15,5104
2020-02-05,16,5759
2020-02-05,17,8793
2020-02-05,18,14764
2020-02-05,19,11312
2020-02-05,20,6946
2020-02-05,21,6574
2020-02-05,22,5762
2020-02-05,23,1771
2020-02-06,0,608
2020-02-06,1,11
2020-02-06,5,0
2020-02-06,6,1032
2020-02-06,7,4322
2020-02-06,8,13208
2020-02-06,9,7815
2020-02-06,10,4920
2020-02-06,11,4569
2020-02-06,12,5058
2020-02-06,13,5565
2020-02-06,14,5626
2020-02-06,15,5494
2020-02-06,16,5939
2020-02-06,17,9030
2020-02-06,18,14723
2020-02-06,19,11195
2020-02-06,20,6822
2020-02-06,21,6302
2020-02-06,22,5948
2020-02-06,23,1746
2020-02-07,0,991
2020-02-07,1,17
2020-02-07,5,1
2020-02-07,6,1095
2020-02-07,7,4277
2020-02-07,8,13172
2020-02-07,9,7766
2020-02-07,10,5005
2020-02-07,11,4621
2020-02-07,12,5302
2020-02-07,13,5998
2020-02-07,14,5906
2020-02-07,15,5535
2020-02-07,16,6632
2020-02-07,17,9641
2020-02-07,18,16305
2020-02-07,19,12900
2020-02-07,20,7522
2020-02-07,21,6983
2020-02-07,22,7375
2020-02-07,23,2935
2020-02-08,0,776
2020-02-08,1,10
2020-02-08,5,0
2020-02-08,6,565
2020-02-08,7,1094
2020-02-08,8,1866
2020-02-08,9,2996
2020-02-08,10,4106
2020-02-08,11,4616
2020-02-08,12,5130
2020-02-08,13,5659
2020-02-08,14,5895
2020-02-08,15,6182
2020-02-08,16,6628
2020-02-08,17,7840
2020-02-08,18,7280
2020-02-08,19,5510
2020-02-08,20,4917
2020-02-08,21,5159
2020-02-08,22,5775
2020-02-08,23,2536
2020-02-09,0,513
2020-02-09,1,1
2020-02-09,5,0
2020-02-09,6,506
2020-02-09,7,828
2020-02-09,8,1437
2020-02-09,9,2457
2020-02-09,10,3637
2020-02-09,11,4032
2020-02-09,12,4421
2020-02-09,13,4896
2020-02-09,14,5339
2020-02-09,15,5752
2020-02-09,16,5982
2020-02-09,17,6879
2020-02-09,18,6252
2020-02-09,19,5391
2020-02-09,20,5074
2020-02-09,21,5232
2020-02-09,22,5025
2020-02-09,23,1454
2020-02-10,0,535
2020-02-10,1,5
2020-02-10,5,0
2020-02-10,6,999
2020-02-10,7,4383
2020-02-10,8,13230
2020-02-10,9,7494
2020-02-10,10,4780
2020-02-10,11,4096
2020-02-10,12,4591
2020-02-10,13,4926
2020-02-10,14,4889
2020-02-10,15,4809
2020-02-10,16,5184
2020-02-10,17,7814
2020-02-10,18,13714
2020-02-10,19,10617
2020-02-10,20,6615
2020-02-10,21,5368
2020-02-10,22,5211
2020-02-10,23,1443
2020-02-11,0,522
2020-02-11,1,6
2020-02-11,5,0
2020-02-11,6,979
2020-02-11,7,4219
2020-02-11,8,13048
2020-02-11,9,7625
2020-02-11,10,4728
2020-02-11,11,4147
2020-02-11,12,4639
2020-02-11,13,4979
2020-02-11,14,5009
2020-02-11,15,4872
2020-02-11,16,5435
2020-02-11,17,8061
2020-02-11,18,14217
2020-02-11,19,10789
2020-02-11,20,6507
2020-02-11,21,5858
2020-02-11,22,5373
2020-02-11,23,1532
2020-02-12,0,600
2020-02-12,1,14
2020-02-12,5,0
2020-02-12,6,1007
2020-02-12,7,4230
2020-02-12,8,12964
2020-02-12,9,7813
2020-02-12,10,4615
2020-02-12,11,4551
2020-02-12,12,4838
2020-02-12,13,5281
2020-02-12,14,5112
2020-02-12,15,5118
2020-02-12,16,5493
2020-02-12,17,8591
2020-02-12,18,14749
2020-02-12,19,11103
2020-02-12,20,6718
2020-02-12,21,6226
2020-02-12,22,5612
2020-02-12,23,1724
2020-02-13,0,569
2020-02-13,1,14
2020-02-13,5,0
2020-02-13,6,1023
2020-02-13,7,4203
2020-02-13,8,13055
2020-02-13,9,7659
2020-02-13,10,4735
2020-02-13,11,4384
2020-02-13,12,5270
2020-02-13,13,5542
2020-02-13,14,5379
2020-02-13,15,5209
2020-02-13,16,5903
2020-02-13,17,8773
2020-02-13,18,15169
2020-02-13,19,11531
2020-02-13,20,6827
2020-02-13,21,6352
2020-02-13,22,5824
2020-02-13,23,1727
2020-02-14,0,1050
2020-02-14,1,19
2020-02-14,5,0
2020-02-14,6,1140
2020-02-14,7,4202
2020-02-14,8,12867
2020-02-14,9,7729
2020-02-14,10,5151
2020-02-14,11,4985
2020-02-14,12,5747
2020-02-14,13,6138
2020-02-14,14,6116
2020-02-14,15,6056
2020-02-14,16,7529
2020-02-14,17,10766
2020-02-14,18,17501
2020-02-14,19,13427
2020-02-14,20,7475
2020-02-14,21,6907
2020-02-14,22,7624
2020-02-14,23,3322
2020-02-15,0,1006
2020-02-15,1,18
2020-02-15,5,0
2020-02-15,6,1062
2020-02-15,7,3409
2020-02-15,8,9462
2020-02-15,9,4923
2020-02-15,10,4494
2020-02-15,11,5030
2020-02-15,12,5954
2020-02-15,13,6337
2020-02-15,14,6388
2020-02-15,15,6728
2020-02-15,16,7375
2020-02-15,17,10335
2020-02-15,18,15128
2020-02-15,19,9498
2020-02-15,20,6113
2020-02-15,21,6572
2020-02-15,22,7174
2020-02-15,23,3230
2020-02-16,0,446
2020-02-16,1,11
2020-02-16,5,1
2020-02-16,6,576
2020-02-16,7,864
2020-02-16,8,1568
2020-02-16,9,2512
2020-02-16,10,3805
2020-02-16,11,4711
2020-02-16,12,5103
2020-02-16,13,5633
2020-02-16,14,6455
2020-02-16,15,6339
2020-02-16,16,6935
2020-02-16,17,7895
2020-02-16,18,7062
2020-02-16,19,5656
2020-02-16,20,5292
2020-02-16,21,5242
2020-02-16,22,4957
2020-02-16,23,1486
2020-02-17,0,463
2020-02-17,1,6
2020-02-17,5,0
2020-02-17,6,1059
2020-02-17,7,4132
2020-02-17,8,13302
2020-02-17,9,7759
2020-02-17,10,4734
2020-02-17,11,4091
2020-02-17,12,4695
2020-02-17,13,5029
2020-02-17,14,4841
2020-02-17,15,4785
2020-02-17,16,5370
2020-02-17,17,8120
2020-02-17,18,14292
2020-02-17,19,10831
2020-02-17,20,6433
2020-02-17,21,5647
2020-02-17,22,5026
2020-02-17,23,1479
2020-02-18,0,467
2020-02-18,1,6
2020-02-18,5,1
2020-02-18,6,943
2020-02-18,7,4179
2020-02-18,8,13412
2020-02-18,9,8052
2020-02-18,10,4393
2020-02-18,11,4331
2020-02-18,12,4650
2020-02-18,13,5037
2020-02-18,14,5037
2020-02-18,15,4985
2020-02-18,16,5423
2020-02-18,17,8213
2020-02-18,18,14698
2020-02-18,19,11150
2020-02-18,20,6194
2020-02-18,21,5998
2020-02-18,22,5251
2020-02-18,23,1515
2020-02-19,0,558
2020-02-19,1,5
2020-02-19,5,0
2020-02-19,6,925
2020-02-19,7,4081
2020-02-19,8,13341
2020-02-19,9,7604
2020-02-19,10,4719
2020-02-19,11,4340
2020-02-19,12,4771
2020-02-19,13,5294
2020-02-19,14,5035
2020-02-19,15,4864
2020-02-19,16,5452
2020-02-19,17,8340
2020-02-19,18,14736
2020-02-19,19,10905
2020-02-19,20,6525
2020-02-19,21,6040
2020-02-19,22,5569
2020-02-19,23,1632
2020-02-20,0,555
2020-02-20,1,6
2020-02-20,5,0
2020-02-20,6,987
2020-02-20,7,4166
2020-02-20,8,12974
2020-02-20,9,7715
2020-02-20,10,4671
2020-02-20,11,4312
2020-02-20,12,4977
2020-02-20,13,5158
2020-02-20,14,5407
2020-02-20,15,5243
2020-02-20,16,5622
2020-02-20,17,8203
2020-02-20,18,14633
2020-02-20,19,11054
2020-02-20,20,6545
2020-02-20,21,5992
2020-02-20,22,5533
2020-02-20,23,1724
2020-02-21,0,916
2020-02-21,1,13
2020-02-21,5,0
2020-02-21,6,1072
2020-02-21,7,4216
2020-02-21,8,12703
2020-02-21,9,7567
2020-02-21,10,4741
2020-02-21,11,4607
2020-02-21,12,5260
2020-02-21,13,5568
2020-02-21,14,5724
2020-02-21,15,5598
2020-02-21,16,6360
2020-02-21,17,9496
2020-02-21,18,16126
2020-02-21,19,12182
2020-02-21,20,7118
2020-02-21,21,6501
2020-02-21,22,7012
2020-02-21,23,2964
2020-02-22,0,801
2020-02-22,1,13
2020-02-22,5,1
2020-02-22,6,608
2020-02-22,7,1094
2020-02-22,8,2099
2020-02-22,9,3192
2020-02-22,10,4417
2020-02-22,11,5171
2020-02-22,12,5490
2020-02-22,13,6468
2020-02-22,14,6955
2020-02-22,15,6948
2020-02-22,16,7579
2020-02-22,17,8891
2020-02-22,18,8321
2020-02-22,19,6485
2020-02-22,20,5541
2020-02-22,21,5664
2020-02-22,22,6328
2020-02-22,23,2747
2020-02-23,0,511
2020-02-23,1,3
2020-02-23,5,0
2020-02-23,6,486
2020-02-23,7,805
2020-02-23,8,1266
2020-02-23,9,2402
2020-02-23,10,3605
2020-02-23,11,4198
2020-02-23,12,4589
2020-02-23,13,5179
2020-02-23,14,5760
2020-02-23,15,5808
2020-02-23,16,6017
2020-02-23,17,7223
2020-02-23,18,6603
2020-02-23,19,5216
2020-02-23,20,4872
2020-02-23,21,5158
2020-02-23,22,4843
2020-02-23,23,1565
2020-02-24,0,431
2020-02-24,1,10
2020-02-24,5,0
2020-02-24,6,1065
2020-02-24,7,4346
2020-02-24,8,13309
2020-02-24,9,7646
2020-02-24,10,4502
2020-02-24,11,4249
2020-02-24,12,4635
2020-02-24,13,5005
2020-02-24,14,5076
2020-02-24,15,5026
2020-02-24,16,5203
2020-02-24,17,7811
2020-02-24,18,13788
2020-02-24,19,10558
2020-02-24,20,6279
2020-02-24,21,5397
2020-02-24,22,5017
2020-02-24,23,1376
2020-02-25,0,473
2020-02-25,1,3
2020-02-25,5,0
2020-02-25,6,1266
2020-02-25,7,6041
2020-02-25,8,13381
2020-02-25,9,7732
2020-02-25,10,4651
2020-02-25,11,3871
2020-02-25,12,4326
2020-02-25,13,4721
2020-02-25,14,4557
2020-02-25,15,4594
2020-02-25,16,5955
2020-02-25,17,8372
2020-02-25,18,14154
2020-02-25,19,10895
2020-02-25,20,6251
2020-02-25,21,5791
2020-02-25,22,4955
2020-02-25,23,1539
2020-02-26,0,571
2020-02-26,1,2
2020-02-26,5,0
2020-02-26,6,1223
2020-02-26,7,5888
2020-02-26,8,13506
2020-02-26,9,7632
