date,time,people
2020-02-25,21,10768
2020-02-25,22,10720
2020-02-25,23,2922
2020-02-26,0,1118
2020-02-26,1,19
2020-02-26,5,0
2020-02-26,6,3576
2020-02-26,7,11207
2020-02-26,8,21369
2020-02-26,9,13191
2020-02-26,10,9166
2020-02-26,11,9383
2020-02-26,12,10910
2020-02-26,13,11574
2020-02-26,14,10382
2020-02-26,15,10826
2020-02-26,16,13009
2020-02-26,17,20393
2020-02-26,18,27023
2020-02-26,19,17222
2020-02-26,20,11725
2020-02-26,21,11787
2020-02-26,22,11022
2020-02-26,23,3247
2020-02-27,0,1681
2020-02-27,1,23
2020-02-27,5,0
2020-02-27,6,3697
2020-02-27,7,11567
2020-02-27,8,20938
2020-02-27,9,12658
2020-02-27,10,9797
2020-02-27,11,9969
2020-02-27,12,11771
2020-02-27,13,12538
2020-02-27,14,12585
2020-02-27,15,12961
2020-02-27,16,16201
2020-02-27,17,25868
2020-02-27,18,34093
2020-02-27,19,23724
2020-02-27,20,16545
2020-02-27,21,15317
2020-02-27,22,14077
2020-02-27,23,4755
2020-02-28,0,1231
2020-02-28,1,29
2020-02-28,5,1
2020-02-28,6,4015
2020-02-28,7,6609
2020-02-28,8,9338
2020-02-28,9,10693
2020-02-28,10,13108
2020-02-28,11,14448
2020-02-28,12,13615
2020-02-28,13,13824
2020-02-28,14,13575
2020-02-28,15,13110
2020-02-28,16,13859
2020-02-28,17,16036
2020-02-28,18,15564
2020-02-28,19,12189
2020-02-28,20,10605
2020-02-28,21,10778
2020-02-28,22,10669
2020-02-28,23,3996
2020-02-29,0,1834
2020-02-29,1,50
2020-02-29,5,2
2020-02-29,6,2317
2020-02-29,7,4028
2020-02-29,8,7529
2020-02-29,9,9026
2020-02-29,10,9964
2020-02-29,11,11506
2020-02-29,12,13473
2020-02-29,13,14987
2020-02-29,14,13222
2020-02-29,15,12893
2020-02-29,16,14277
2020-02-29,17,17009
2020-02-29,18,15446
2020-02-29,19,12297
2020-02-29,20,11326
2020-02-29,21,12041
2020-02-29,22,11371
2020-02-29,23,4575
2020-03-01,0,2153
2020-03-01,1,32
2020-03-01,5,0
2020-03-01,6,1839
2020-03-01,7,3254
2020-03-01,8,6762
2020-03-01,9,7790
2020-03-01,10,8814
2020-03-01,11,10365
2020-03-01,12,12520
2020-03-01,13,14227
2020-03-01,14,14223
2020-03-01,15,15038
2020-03-01,16,15978
2020-03-01,17,19308
2020-03-01,18,17555
2020-03-01,19,15086
2020-03-01,20,14509
2020-03-01,21,15176
2020-03-01,22,11443
2020-03-01,23,5773
2020-03-02,0,837
2020-03-02,1,9
2020-03-02,5,0
2020-03-02,6,4164
2020-03-02,7,12227
2020-03-02,8,23124
2020-03-02,9,13463
2020-03-02,10,9072
2020-03-02,11,8711
2020-03-02,12,9741
2020-03-02,13,9484
2020-03-02,14,8750
2020-03-02,15,9088
2020-03-02,16,11405
2020-03-02,17,18644
2020-03-02,18,24276
2020-03-02,19,15319
2020-03-02,20,10238
2020-03-02,21,9574
2020-03-02,22,10632
2020-03-02,23,2823
2020-03-03,0,793
2020-03-03,1,21
2020-03-03,5,0
2020-03-03,6,3581
2020-03-03,7,11583
2020-03-03,8,21372
2020-03-03,9,11890
2020-03-03,10,7906
2020-03-03,11,7460
2020-03-03,12,8717
2020-03-03,13,8736
2020-03-03,14,8093
2020-03-03,15,8119
2020-03-03,16,10877
2020-03-03,17,18040
2020-03-03,18,24208
2020-03-03,19,14929
2020-03-03,20,10188
2020-03-03,21,9367
2020-03-03,22,10132
2020-03-03,23,2537
2020-03-04,0,771
2020-03-04,1,21
2020-03-04,5,0
2020-03-04,6,3448
2020-03-04,7,11622
2020-03-04,8,21375
2020-03-04,9,11924
2020-03-04,10,8023
2020-03-04,11,7357
2020-03-04,12,8893
2020-03-04,13,9046
2020-03-04,14,8231
2020-03-04,15,8711
2020-03-04,16,11117
2020-03-04,17,18751
2020-03-04,18,24372
2020-03-04,19,15322
2020-03-04,20,10058
2020-03-04,21,10475
2020-03-04,22,10425
2020-03-04,23,2694
2020-03-05,0,932
2020-03-05,1,14
2020-03-05,5,0
2020-03-05,6,3387
2020-03-05,7,11550
2020-03-05,8,21335
2020-03-05,9,12576
2020-03-05,10,7878
2020-03-05,11,7347
2020-03-05,12,8810
2020-03-05,13,8983
2020-03-05,14,8194
2020-03-05,15,9007
2020-03-05,16,11316
2020-03-05,17,19242
2020-03-05,18,25692
2020-03-05,19,15983
2020-03-05,20,10363
2020-03-05,21,10166
2020-03-05,22,10981
2020-03-05,23,2913
2020-03-06,0,1363
2020-03-06,1,23
2020-03-06,5,0
2020-03-06,6,3437
2020-03-06,7,11703
2020-03-06,8,21084
2020-03-06,9,12229
2020-03-06,10,8634
2020-03-06,11,8350
2020-03-06,12,10735
2020-03-06,13,11415
2020-03-06,14,10778
2020-03-06,15,11625
2020-03-06,16,15609
2020-03-06,17,25301
2020-03-06,18,32378
2020-03-06,19,21553
2020-03-06,20,14524
2020-03-06,21,13905
2020-03-06,22,14496
2020-03-06,23,4479
2020-03-07,0,1244
2020-03-07,1,25
2020-03-07,5,0
2020-03-07,6,2811
2020-03-07,7,5352
2020-03-07,8,10726
2020-03-07,9,11102
2020-03-07,10,10955
2020-03-07,11,11798
2020-03-07,12,14713
2020-03-07,13,15939
2020-03-07,14,13843
2020-03-07,15,12962
2020-03-07,16,14593
2020-03-07,17,18476
2020-03-07,18,16682
2020-03-07,19,12521
2020-03-07,20,10774
2020-03-07,21,11563
2020-03-07,22,11122
2020-03-07,23,3919
2020-03-08,0,1191
2020-03-08,1,22
2020-03-08,5,1
2020-03-08,6,2034
2020-03-08,7,3541
2020-03-08,8,7443
2020-03-08,9,7677
2020-03-08,10,8110
2020-03-08,11,9526
2020-03-08,12,11983
2020-03-08,13,13505
2020-03-08,14,12790
2020-03-08,15,13054
2020-03-08,16,14732
2020-03-08,17,18829
2020-03-08,18,16487
2020-03-08,19,13742
2020-03-08,20,14108
2020-03-08,21,12958
2020-03-08,22,9409
2020-03-08,23,4023
2020-03-09,0,913
2020-03-09,1,20
2020-03-09,5,0
2020-03-09,6,4226
2020-03-09,7,12171
2020-03-09,8,22938
2020-03-09,9,13263
2020-03-09,10,9200
2020-03-09,11,8061
2020-03-09,12,9303
2020-03-09,13,9414
2020-03-09,14,8508
2020-03-09,15,8751
2020-03-09,16,11047
2020-03-09,17,18721
2020-03-09,18,24349
2020-03-09,19,14978
2020-03-09,20,9741
2020-03-09,21,9377
2020-03-09,22,10747
2020-03-09,23,2738
2020-03-10,0,833
2020-03-10,1,13
2020-03-10,5,1
2020-03-10,6,3386
2020-03-10,7,11447
2020-03-10,8,21428
2020-03-10,9,12561
2020-03-10,10,7957
2020-03-10,11,7476
2020-03-10,12,9131
2020-03-10,13,9523
2020-03-10,14,8216
2020-03-10,15,8713
2020-03-10,16,11124
2020-03-10,17,18642
2020-03-10,18,24903
2020-03-10,19,14985
2020-03-10,20,9990
2020-03-10,21,9790
2020-03-10,22,10537
2020-03-10,23,2708
2020-03-11,0,861
2020-03-11,1,11
2020-03-11,5,0
2020-03-11,6,3508
2020-03-11,7,11698
2020-03-11,8,21849
2020-03-11,9,12068
2020-03-11,10,7890
2020-03-11,11,7711
2020-03-11,12,9497
2020-03-11,13,9833
2020-03-11,14,8765
2020-03-11,15,9169
2020-03-11,16,11315
2020-03-11,17,19264
2020-03-11,18,25577
2020-03-11,19,15575
2020-03-11,20,10400
2020-03-11,21,10346
2020-03-11,22,10880
2020-03-11,23,2947
2020-03-12,0,973
2020-03-12,1,13
2020-03-12,5,0
2020-03-12,6,3361
2020-03-12,7,11533
2020-03-12,8,21725
2020-03-12,9,12097
2020-03-12,10,8085
2020-03-12,11,7765
2020-03-12,12,9248
2020-03-12,13,9547
2020-03-12,14,8639
2020-03-12,15,8734
2020-03-12,16,11393
2020-03-12,17,19434
2020-03-12,18,25933
2020-03-12,19,15993
2020-03-12,20,10809
2020-03-12,21,10589
2020-03-12,22,10982
2020-03-12,23,2926
2020-03-13,0,1497
2020-03-13,1,56
2020-03-13,5,0
2020-03-13,6,3358
2020-03-13,7,11423
2020-03-13,8,21224
2020-03-13,9,12624
2020-03-13,10,8615
2020-03-13,11,8507
2020-03-13,12,10786
2020-03-13,13,11793
2020-03-13,14,10868
2020-03-13,15,11816
2020-03-13,16,16019
2020-03-13,17,26454
2020-03-13,18,34096
2020-03-13,19,22709
2020-03-13,20,16154
2020-03-13,21,15182
2020-03-13,22,15725
2020-03-13,23,4943
2020-03-14,0,1399
2020-03-14,1,25
2020-03-14,5,0
2020-03-14,6,2687
2020-03-14,7,5154
2020-03-14,8,10142
2020-03-14,9,10706
2020-03-14,10,10707
2020-03-14,11,12493
2020-03-14,12,14977
2020-03-14,13,16354
2020-03-14,14,13665
2020-03-14,15,13386
2020-03-14,16,15388
2020-03-14,17,19396
2020-03-14,18,17018
2020-03-14,19,12430
2020-03-14,20,11076
2020-03-14,21,11849
2020-03-14,22,11491
2020-03-14,23,4226
2020-03-15,0,1462
2020-03-15,1,24
2020-03-15,5,1
2020-03-15,6,2134
2020-03-15,7,3828
2020-03-15,8,8037
2020-03-15,9,8052
2020-03-15,10,8424
2020-03-15,11,10061
2020-03-15,12,12942
2020-03-15,13,14058
2020-03-15,14,13434
2020-03-15,15,13713
2020-03-15,16,15714
2020-03-15,17,20049
2020-03-15,18,18345
2020-03-15,19,15714
2020-03-15,20,15146
2020-03-15,21,14717
2020-03-15,22,10784
2020-03-15,23,4538
2020-03-16,0,912
2020-03-16,1,14
2020-03-16,5,1
2020-03-16,6,4205
2020-03-16,7,12344
2020-03-16,8,22991
2020-03-16,9,13233
2020-03-16,10,8752
2020-03-16,11,8118
2020-03-16,12,9463
2020-03-16,13,9516
2020-03-16,14,8552
2020-03-16,15,8689
2020-03-16,16,10867
2020-03-16,17,18165
2020-03-16,18,24453
2020-03-16,19,15176
2020-03-16,20,10026
2020-03-16,21,9487
2020-03-16,22,10604
2020-03-16,23,2765
2020-03-17,0,791
2020-03-17,1,18
2020-03-17,5,0
2020-03-17,6,3471
2020-03-17,7,11596
2020-03-17,8,21199
2020-03-17,9,11948
2020-03-17,10,7951
2020-03-17,11,7449
2020-03-17,12,9188
2020-03-17,13,9235
2020-03-17,14,8114
2020-03-17,15,8525
2020-03-17,16,10811
2020-03-17,17,18530
2020-03-17,18,24532
2020-03-17,19,14759
2020-03-17,20,9851
2020-03-17,21,9682
2020-03-17,22,10417
2020-03-17,23,2626
2020-03-18,0,794
2020-03-18,1,15
2020-03-18,5,1
2020-03-18,6,3459
2020-03-18,7,11568
2020-03-18,8,20945
2020-03-18,9,11560
2020-03-18,10,7459
2020-03-18,11,7300
2020-03-18,12,8992
2020-03-18,13,8977
2020-03-18,14,8263
2020-03-18,15,8738
2020-03-18,16,10945
2020-03-18,17,18240
2020-03-18,18,25057
2020-03-18,19,14673
2020-03-18,20,9452
2020-03-18,21,9795
2020-03-18,22,9903
2020-03-18,23,2604
2020-03-19,0,821
2020-03-19,1,18
2020-03-19,5,0
2020-03-19,6,3410
2020-03-19,7,11261
2020-03-19,8,20541
2020-03-19,9,11266
2020-03-19,10,7519
2020-03-19,11,6872
2020-03-19,12,8617
2020-03-19,13,8601
2020-03-19,14,7924
2020-03-19,15,8720
2020-03-19,16,11031
2020-03-19,17,18440
2020-03-19,18,24300
2020-03-19,19,15097
2020-03-19,20,9637
2020-03-19,21,9662
2020-03-19,22,9969
2020-03-19,23,2483
2020-03-20,0,1229
2020-03-20,1,26
2020-03-20,5,0
2020-03-20,6,3327
2020-03-20,7,11052
2020-03-20,8,19989
2020-03-20,9,11111
2020-03-20,10,7768
2020-03-20,11,7692
2020-03-20,12,10157
2020-03-20,13,10728
2020-03-20,14,9762
2020-03-20,15,10710
2020-03-20,16,14261
2020-03-20,17,24082
2020-03-20,18,30526
2020-03-20,19,19878
2020-03-20,20,13736
2020-03-20,21,12729
2020-03-20,22,12844
2020-03-20,23,4030
2020-03-21,0,1003
2020-03-21,1,18
2020-03-21,5,0
2020-03-21,6,2719
2020-03-21,7,5001
2020-03-21,8,9503
2020-03-21,9,9324
2020-03-21,10,9327
2020-03-21,11,9901
2020-03-21,12,12478
2020-03-21,13,13500
2020-03-21,14,11118
2020-03-21,15,10796
2020-03-21,16,11986
2020-03-21,17,15931
2020-03-21,18,14253
2020-03-21,19,10128
2020-03-21,20,8762
2020-03-21,21,9648
2020-03-21,22,9370
2020-03-21,23,3160
2020-03-22,0,1130
2020-03-22,1,16
2020-03-22,5,0
2020-03-22,6,1841
2020-03-22,7,3396
2020-03-22,8,6663
2020-03-22,9,6722
2020-03-22,10,6628
2020-03-22,11,7431
2020-03-22,12,9577
2020-03-22,13,11333
2020-03-22,14,10321
2020-03-22,15,10726
2020-03-22,16,11890
2020-03-22,17,15698
2020-03-22,18,14124
2020-03-22,19,12126
2020-03-22,20,11693
2020-03-22,21,11509
2020-03-22,22,8958
2020-03-22,23,3904
2020-03-23,0,848
2020-03-23,1,5
2020-03-23,5,0
2020-03-23,6,3980
2020-03-23,7,11404
2020-03-23,8,21367
2020-03-23,9,11533
2020-03-23,10,7623
2020-03-23,11,7047
2020-03-23,12,8202
2020-03-23,13,8015
2020-03-23,14,7316
2020-03-23,15,7501
2020-03-23,16,9449
2020-03-23,17,16635
2020-03-23,18,22310
2020-03-23,19,13288
2020-03-23,20,8769
2020-03-23,21,8228
2020-03-23,22,9665
2020-03-23,23,2366
2020-03-24,0,735
2020-03-24,1,13
2020-03-24,5,0
2020-03-24,6,3378
2020-03-24,7,11306
2020-03-24,8,19979
2020-03-24,9,10896
2020-03-24,10,6984
2020-03-24,11,6476
2020-03-24,12,7679
2020-03-24,13,8059
2020-03-24,14,7092
2020-03-24,15,7576
2020-03-24,16,9676
2020-03-24,17,17136
2020-03-24,18,22481
2020-03-24,19,13131
2020-03-24,20,8428
2020-03-24,21,8280
2020-03-24,22,9165
2020-03-24,23,2173
2020-03-25,0,733
2020-03-25,1,7
2020-03-25,5,0
2020-03-25,6,3264
2020-03-25,7,10966
2020-03-25,8,19636
2020-03-25,9,10539
2020-03-25,10,6631
2020-03-25,11,6507
2020-03-25,12,7839
2020-03-25,13,7915
2020-03-25,14,7246
2020-03-25,15,7645
2020-03-25,16,9547
2020-03-25,17,16703
2020-03-25,18,22557
2020-03-25,19,13279
2020-03-25,20,8527
2020-03-25,21,8758
2020-03-25,22,9070
2020-03-25,23,2310
2020-03-26,0,730
2020-03-26,1,11
2020-03-26,5,0
2020-03-26,6,3335
2020-03-26,7,11051
2020-03-26,8,19656
2020-03-26,9,10376
2020-03-26,10,6834
2020-03-26,11,6340
2020-03-26,12,7877
2020-03-26,13,8032
2020-03-26,14,7341
2020-03-26,15,7660
2020-03-26,16,9758
2020-03-26,17,17063
2020-03-26,18,23127
2020-03-26,19,13885
2020-03-26,20,9009
2020-03-26,21,9111
2020-03-26,22,9474
2020-03-26,23,2382
2020-03-27,0,1156
2020-03-27,1,23
2020-03-27,5,0
2020-03-27,6,3226
2020-03-27,7,10953
2020-03-27,8,19231
2020-03-27,9,10327
2020-03-27,10,7397
2020-03-27,11,7336
2020-03-27,12,9452
2020-03-27,13,10140
2020-03-27,14,9360
2020-03-27,15,9948
2020-03-27,16,13461
2020-03-27,17,21990
2020-03-27,18,28659
2020-03-27,19,18599
2020-03-27,20,12769
2020-03-27,21,12206
2020-03-27,22,12140
2020-03-27,23,3761
2020-03-28,0,983
2020-03-28,1,25
2020-03-28,5,0
2020-03-28,6,2312
2020-03-28,7,4173
2020-03-28,8,8409
2020-03-28,9,8595
2020-03-28,10,8057
2020-03-28,11,8849
2020-03-28,12,11434
2020-03-28,13,12614
2020-03-28,14,10635
2020-03-28,15,10271
2020-03-28,16,11353
2020-03-28,17,14866
2020-03-28,18,12786
2020-03-28,19,9118
2020-03-28,20,8138
2020-03-28,21,8958
2020-03-28,22,8798
2020-03-28,23,3065
2020-03-29,0,1024
2020-03-29,1,12
2020-03-29,5,0
2020-03-29,6,1740
2020-03-29,7,2990
2020-03-29,8,6092
2020-03-29,9,6493
2020-03-29,10,6315
2020-03-29,11,6767
2020-03-29,12,9117
2020-03-29,13,10671
2020-03-29,14,9776
2020-03-29,15,9919
2020-03-29,16,11402
2020-03-29,17,14948
2020-03-29,18,13126
2020-03-29,19,10904
2020-03-29,20,10455
2020-03-29,21,10329
2020-03-29,22,8283
2020-03-29,23,3182
2020-03-30,0,814
2020-03-30,1,15
2020-03-30,5,0
2020-03-30,6,3758
2020-03-30,7,11408
2020-03-30,8,20625
2020-03-30,9,10998
2020-03-30,10,7504
2020-03-30,11,7062
2020-03-30,12,8138
2020-03-30,13,8364
2020-03-30,14,7617
2020-03-30,15,7840
2020-03-30,16,10028
2020-03-30,17,16659
2020-03-30,18,22211
2020-03-30,19,13454
2020-03-30,20,8873
2020-03-30,21,8862
2020-03-30,22,8624
2020-03-30,23,2452
2020-03-31,0,996
2020-03-31,1,9
2020-03-31,5,0
2020-03-31,6,3195
2020-03-31,7,10939
2020-03-31,8,19350
2020-03-31,9,10498
2020-03-31,10,7498
2020-03-31,11,6712
2020-03-31,12,8319
2020-03-31,13,8781
2020-03-31,14,7867
2020-03-31,15,8477
2020-03-31,16,10610
2020-03-31,17,18295
2020-03-31,18,24283
2020-03-31,19,15203
2020-03-31,20,10712
2020-03-31,21,9707
2020-03-31,22,9795
2020-03-31,23,2436
2020-04-01,0,1455
2020-04-01,1,22
2020-04-01,5,0
2020-04-01,6,3025
2020-04-01,7,10647
2020-04-01,8,18972
2020-04-01,9,10269
2020-04-01,10,7964
2020-04-01,11,7664
2020-04-01,12,10305
2020-04-01,13,11373
2020-04-01,14,10626
2020-04-01,15,12078
2020-04-01,16,14762
2020-04-01,17,22856
2020-04-01,18,29249
2020-04-01,19,20410
2020-04-01,20,15222
2020-04-01,21,13589
2020-04-01,22,12037
2020-04-01,23,3894
2020-04-02,0,845
2020-04-02,1,10
2020-04-02,5,0
2020-04-02,6,3571
2020-04-02,7,5403
2020-04-02,8,7703
2020-04-02,9,8125
2020-04-02,10,9566
2020-04-02,11,10125
2020-04-02,12,10240
2020-04-02,13,11034
2020-04-02,14,10454
2020-04-02,15,9943
2020-04-02,16,9638
2020-04-02,17,11306
2020-04-02,18,11061
2020-04-02,19,8055
2020-04-02,20,6981
2020-04-02,21,7007
2020-04-02,22,7423
2020-04-02,23,2541
2020-04-03,0,958
2020-04-03,1,13
2020-04-03,5,0
2020-04-03,6,1720
2020-04-03,7,2846
2020-04-03,8,4784
2020-04-03,9,5697
2020-04-03,10,6151
2020-04-03,11,6659
2020-04-03,12,7635
2020-04-03,13,8215
2020-04-03,14,8418
2020-04-03,15,8616
2020-04-03,16,9539
2020-04-03,17,11193
2020-04-03,18,10110
2020-04-03,19,7942
2020-04-03,20,7525
2020-04-03,21,7438
2020-04-03,22,7484
2020-04-03,23,2604
2020-04-04,0,1202
2020-04-04,1,16
2020-04-04,5,0
2020-04-04,6,1690
2020-04-04,7,2375
2020-04-04,8,4047
2020-04-04,9,4396
2020-04-04,10,4986
2020-04-04,11,5442
2020-04-04,12,6744
2020-04-04,13,7175
2020-04-04,14,7223
2020-04-04,15,7359
2020-04-04,16,8412
2020-04-04,17,10526
2020-04-04,18,9386
2020-04-04,19,7871
2020-04-04,20,7681
2020-04-04,21,8377
2020-04-04,22,8154
2020-04-04,23,3473
2020-04-05,0,2001
2020-04-05,1,46
2020-04-05,5,0
2020-04-05,6,1240
2020-04-05,7,1991
2020-04-05,8,3900
2020-04-05,9,4438
2020-04-05,10,5582
2020-04-05,11,7436
2020-04-05,12,9373
2020-04-05,13,10834
2020-04-05,14,11655
2020-04-05,15,11867
2020-04-05,16,13153
2020-04-05,17,14754
2020-04-05,18,13958
2020-04-05,19,12695
2020-04-05,20,12886
2020-04-05,21,12015
2020-04-05,22,9837
2020-04-05,23,5421
2020-04-06,0,885
2020-04-06,1,20
2020-04-06,5,0
2020-04-06,6,3658
2020-04-06,7,11133
2020-04-06,8,20564
2020-04-06,9,11987
2020-04-06,10,8583
2020-04-06,11,7963
2020-04-06,12,8591
2020-04-06,13,8499
2020-04-06,14,7783
2020-04-06,15,8113
2020-04-06,16,9991
2020-04-06,17,16244
2020-04-06,18,21538
2020-04-06,19,13492
2020-04-06,20,9363
2020-04-06,21,8684
2020-04-06,22,8221
2020-04-06,23,2493
2020-04-07,0,766
2020-04-07,1,11
2020-04-07,5,0
2020-04-07,6,3076
2020-04-07,7,10451
2020-04-07,8,19313
2020-04-07,9,10123
2020-04-07,10,6476
2020-04-07,11,5946
2020-04-07,12,7141
2020-04-07,13,7721
2020-04-07,14,6464
2020-04-07,15,6732
2020-04-07,16,8829
2020-04-07,17,14688
2020-04-07,18,20567
2020-04-07,19,12299
2020-04-07,20,8130
2020-04-07,21,7597
2020-04-07,22,7642
2020-04-07,23,2099
2020-04-08,0,636
2020-04-08,1,16
2020-04-08,5,0
2020-04-08,6,3067
2020-04-08,7,10868
2020-04-08,8,18496
2020-04-08,9,9565
2020-04-08,10,6230
2020-04-08,11,5659
2020-04-08,12,7101
2020-04-08,13,7498
2020-04-08,14,6739
2020-04-08,15,7076
2020-04-08,16,8786
2020-04-08,17,15122
2020-04-08,18,20420
2020-04-08,19,12549
2020-04-08,20,8009
2020-04-08,21,8117
2020-04-08,22,7600
2020-04-08,23,2008
2020-04-09,0,701
2020-04-09,1,6
2020-04-09,5,0
2020-04-09,6,2973
2020-04-09,7,10673
2020-04-09,8,18526
2020-04-09,9,9670
2020-04-09,10,6209
2020-04-09,11,5790
2020-04-09,12,7066
2020-04-09,13,7123
2020-04-09,14,6579
2020-04-09,15,6853
2020-04-09,16,8781
2020-04-09,17,15327
2020-04-09,18,20763
2020-04-09,19,12901
2020-04-09,20,8311
2020-04-09,21,8202
2020-04-09,22,7904
2020-04-09,23,2149
2020-04-10,0,1071
2020-04-10,1,27
2020-04-10,5,0
2020-04-10,6,3080
2020-04-10,7,10662
2020-04-10,8,17928
2020-04-10,9,9826
2020-04-10,10,6791
2020-04-10,11,6540
2020-04-10,12,8671
2020-04-10,13,9544
2020-04-10,14,8488
2020-04-10,15,9164
2020-04-10,16,12227
2020-04-10,17,20412
2020-04-10,18,26468
2020-04-10,19,18000
2020-04-10,20,11731
2020-04-10,21,11416
2020-04-10,22,10868
2020-04-10,23,3332
2020-04-11,0,822
2020-04-11,1,15
2020-04-11,5,0
2020-04-11,6,2004
2020-04-11,7,4121
2020-04-11,8,7489
2020-04-11,9,7839
2020-04-11,10,7488
2020-04-11,11,8109
2020-04-11,12,10856
2020-04-11,13,11779
2020-04-11,14,10163
2020-04-11,15,10227
2020-04-11,16,11341
2020-04-11,17,14161
2020-04-11,18,12417
2020-04-11,19,8961
2020-04-11,20,7903
2020-04-11,21,8484
2020-04-11,22,8626
2020-04-11,23,2867
2020-04-12,0,863
2020-04-12,1,9
2020-04-12,5,0
2020-04-12,6,1319
2020-04-12,7,2358
2020-04-12,8,5127
2020-04-12,9,5426
2020-04-12,10,5253
2020-04-12,11,6661
2020-04-12,12,8398
2020-04-12,13,9356
2020-04-12,14,8915
2020-04-12,15,9339
2020-04-12,16,10437
2020-04-12,17,12971
2020-04-12,18,11534
2020-04-12,19,10343
2020-04-12,20,9591
2020-04-12,21,9790
2020-04-12,22,7769
2020-04-12,23,2873
2020-04-13,0,687
2020-04-13,1,15
2020-04-13,5,1
2020-04-13,6,3634
2020-04-13,7,11344
2020-04-13,8,19825
2020-04-13,9,10493
2020-04-13,10,6920
2020-04-13,11,6233
2020-04-13,12,7412
2020-04-13,13,7583
2020-04-13,14,6612
2020-04-13,15,6956
2020-04-13,16,8875
2020-04-13,17,15307
2020-04-13,18,20772
2020-04-13,19,12780
2020-04-13,20,8172
2020-04-13,21,8032
2020-04-13,22,8361
2020-04-13,23,2229
2020-04-14,0,702
2020-04-14,1,17
2020-04-14,5,0
2020-04-14,6,3065
2020-04-14,7,10648
2020-04-14,8,18686
2020-04-14,9,9891
2020-04-14,10,6334
2020-04-14,11,5989
2020-04-14,12,7255
2020-04-14,13,7270
2020-04-14,14,6646
2020-04-14,15,6901
2020-04-14,16,9154
2020-04-14,17,15661
2020-04-14,18,20998
2020-04-14,19,12700
2020-04-14,20,8230
2020-04-14,21,8063
2020-04-14,22,8684
2020-04-14,23,2146
2020-04-15,0,773
2020-04-15,1,20
2020-04-15,5,0
2020-04-15,6,3091
2020-04-15,7,10650
2020-04-15,8,18760
2020-04-15,9,9774
2020-04-15,10,6685
2020-04-15,11,5981
2020-04-15,12,7553
2020-04-15,13,7741
2020-04-15,14,7018
2020-04-15,15,7415
2020-04-15,16,9546
2020-04-15,17,16135
2020-04-15,18,21275
2020-04-15,19,12888
2020-04-15,20,8589
2020-04-15,21,8430
2020-04-15,22,8697
2020-04-15,23,2232
2020-04-16,0,737
2020-04-16,1,19
2020-04-16,5,0
2020-04-16,6,3098
2020-04-16,7,10988
2020-04-16,8,18450
2020-04-16,9,9845
2020-04-16,10,7107
2020-04-16,11,6357
2020-04-16,12,7761
2020-04-16,13,8129
2020-04-16,14,7281
2020-04-16,15,7518
2020-04-16,16,9641
2020-04-16,17,16926
2020-04-16,18,22143
2020-04-16,19,13831
2020-04-16,20,8908
2020-04-16,21,8833
2020-04-16,22,9301
2020-04-16,23,2337
2020-04-17,0,1119
2020-04-17,1,31
2020-04-17,5,0
2020-04-17,6,3115
2020-04-17,7,11010
2020-04-17,8,18316
2020-04-17,9,10387
2020-04-17,10,7543
2020-04-17,11,7545
2020-04-17,12,9423
2020-04-17,13,10040
2020-04-17,14,9349
2020-04-17,15,10037
2020-04-17,16,13516
2020-04-17,17,22588
2020-04-17,18,29183
2020-04-17,19,19130
2020-04-17,20,13013
2020-04-17,21,11920
2020-04-17,22,12364
2020-04-17,23,3745
2020-04-18,0,1025
2020-04-18,1,19
2020-04-18,5,0
2020-04-18,6,2414
2020-04-18,7,4689
2020-04-18,8,8776
2020-04-18,9,9130
2020-04-18,10,8963
2020-04-18,11,9980
2020-04-18,12,12393
2020-04-18,13,13671
2020-04-18,14,11544
2020-04-18,15,11013
2020-04-18,16,11584
2020-04-18,17,15836
2020-04-18,18,13699
2020-04-18,19,10345
2020-04-18,20,9110
2020-04-18,21,9227
2020-04-18,22,9190
2020-04-18,23,3036
2020-04-19,0,943
2020-04-19,1,17
2020-04-19,5,0
2020-04-19,6,1603
2020-04-19,7,2924
2020-04-19,8,6363
2020-04-19,9,6634
2020-04-19,10,6729
2020-04-19,11,7845
2020-04-19,12,10255
2020-04-19,13,11476
2020-04-19,14,10347
2020-04-19,15,10859
2020-04-19,16,12261
2020-04-19,17,15339
2020-04-19,18,13586
2020-04-19,19,11762
2020-04-19,20,11298
2020-04-19,21,11248
2020-04-19,22,8271
2020-04-19,23,3211
2020-04-20,0,689
2020-04-20,1,13
2020-04-20,5,1
2020-04-20,6,3769
2020-04-20,7,11492
2020-04-20,8,20434
2020-04-20,9,11654
2020-04-20,10,7460
2020-04-20,11,7026
2020-04-20,12,7977
2020-04-20,13,7892
2020-04-20,14,7272
2020-04-20,15,7485
2020-04-20,16,9249
2020-04-20,17,15711
2020-04-20,18,21055
2020-04-20,19,12584
2020-04-20,20,8299
2020-04-20,21,7867
2020-04-20,22,8614
2020-04-20,23,2132
2020-04-21,0,634
2020-04-21,1,17
2020-04-21,5,0
2020-04-21,6,3213
2020-04-21,7,10690
2020-04-21,8,18764
2020-04-21,9,10345
2020-04-21,10,6402
2020-04-21,11,5946
2020-04-21,12,7020
2020-04-21,13,7483
2020-04-21,14,6633
2020-04-21,15,6918
2020-04-21,16,9225
2020-04-21,17,15648
2020-04-21,18,20870
2020-04-21,19,11920
2020-04-21,20,7965
2020-04-21,21,7663
2020-04-21,22,8387
